year,query,total_citations,avg_h_index,usage,captures,mentions,social_media,impact,first_year_citations,second_year_citations,max_h_index,flesch_reading_ease,flesch_kincaid_grade,gunning_fog_index,smog_index,automated_readability_index,coleman_liau_index,cohesion,syntax,vocabulary,phraseology,grammar,conventions
2020,data structures and algorithms,1144,33,0,1712,6,0,high,8,82,52,32.94,14.0,10.27,15.7,15.8,15.03,6.8,6.677778,7.411111,7.388889,7.022222,6.311111
2020,data structures and algorithms,1114,29,0,3834,2,0,high,2,109,32,39.06,13.7,12.74,15.6,16.0,13.93,6.681818,6.5454545,7.4545455,7.2727275,6.9545455,6.409091
2017,data structures and algorithms,1094,36,0,2501,0,0,high,8,132,49,48.09,10.2,8.24,12.4,11.1,12.17,5.970588,5.852941,6.7058825,6.5,6.117647,5.5588236
2018,data structures and algorithms,1027,52,0,886,6,55,high,16,56,81,52.9,10.4,9.66,12.2,12.5,12.53,6.4722223,6.4166665,7.138889,7.0277777,6.7222223,6.138889
2018,data structures and algorithms,1080,14,0,1368,0,0,high,0,56,20,44.85,11.5,9.89,13.7,13.5,13.86,7.1571426,6.9857144,7.8714285,7.7285714,7.1714287,6.714286
2019,data structures and algorithms,1070,27,0,1396,1,6,high,6,99,51,43.83,11.8,10.3,13.8,13.1,13.17,7.5,7.1944447,7.9444447,7.8333335,7.361111,6.9166665
2018,data structures and algorithms,1069,65,0,834,0,0,high,17,102,71,38.96,13.7,11.97,15.4,15.6,13.47,6.9827585,6.827586,7.6896553,7.5172415,7.0172415,6.4310346
2021,data structures and algorithms,1059,39,0,962,3,0,high,44,288,67,52.7,10.5,9.99,13.0,11.3,11.02,6.071429,6.0,6.8809524,6.7380953,6.1904764,5.428571
2018,data structures and algorithms,1044,9,0,555,1,0,high,8,111,9,44.85,11.5,9.42,13.4,12.0,11.77,6.388889,6.2777777,7.0555553,6.888889,6.5555553,5.9166665
2019,data structures and algorithms,1092,57,0,1342,3,0,high,36,120,65,44.91,9.4,6.81,11.3,11.0,12.73,4.256757,4.243243,5.2297297,4.810811,4.6486487,4.2297297
2018,data structures and algorithms,1082,39,0,578,0,0,high,10,77,70,43.83,11.8,9.82,13.3,12.4,11.89,6.0882354,6.0,6.9117646,6.7352943,6.352941,5.647059
2020,data structures and algorithms,898,16,0,1462,0,224,high,5,113,18,43.53,12.0,9.96,14.4,13.6,13.4,6.9302325,6.6976743,7.523256,7.395349,6.883721,6.418605
2019,data structures and algorithms,872,28,0,800,0,0,high,5,72,52,39.87,13.4,11.72,14.3,15.4,13.7,6.285714,6.178571,7.071429,6.892857,6.517857,5.75
2018,data structures and algorithms,866,21,0,1638,0,0,high,10,84,27,44.95,11.4,10.13,13.4,12.8,12.82,6.0588236,5.9117646,6.7941175,6.617647,6.3235292,5.647059
2017,data structures and algorithms,849,33,0,753,4,0,high,0,43,45,43.53,12.0,9.86,14.3,13.6,13.4,6.766667,6.5833335,7.4333334,7.366667,6.9,6.3166666
2019,data structures and algorithms,842,43,0,672,0,0,high,3,30,69,36.89,12.4,12.27,14.3,14.0,14.9,7.5,7.25,8.0,8.0,7.5,7.0
2020,data structures and algorithms,826,64,0,626,2,0,high,1,72,64,45.96,11.0,9.25,12.6,11.6,12.06,6.0416665,5.9583335,6.75,6.625,6.2083335,5.4166665
2022,graphics,917,21,0,158,3,0,high,28,602,51,53.61,10.2,10.31,13.0,13.0,12.99,6.375,6.2083335,7.125,7.0,6.5833335,5.9166665
2018,data structures and algorithms,916,54,0,393,0,0,high,16,77,83,48.91,9.9,8.02,12.3,11.2,12.64,5.882353,5.7058825,6.5882354,6.4117646,6.0882354,5.4411764
2021,data structures and algorithms,965,37,0,1298,0,0,high,22,199,71,46.88,10.7,8.98,12.7,11.8,12.82,5.85,5.7,6.575,6.475,6.15,5.4
2021,data structures and algorithms,965,34,0,426,0,0,high,75,269,73,35.98,12.8,10.64,14.0,14.8,15.37,6.923077,6.6538463,7.5,7.3846154,7.0,6.3846154
2017,data structures and algorithms,962,80,0,485,0,0,high,3,26,110,42.31,12.4,10.42,15.1,15.1,13.92,6.7941175,6.5,7.352941,7.2058825,6.7647057,6.3235292
2019,data structures and algorithms,905,39,0,753,0,0,high,12,111,65,53.21,10.3,9.91,12.8,12.2,12.18,6.8,6.633333,7.4333334,7.3333335,6.8333335,6.2
2017,data structures and algorithms,948,34,0,3028,0,0,high,17,87,38,41.5,12.7,11.37,14.0,14.5,13.11,6.6,6.3,7.3333335,7.133333,6.6,5.866667
2019,data structures and algorithms,943,17,0,2202,2,0,high,0,28,17,21.84,16.2,12.28,17.0,19.0,17.76,7.388889,7.111111,8.0,7.861111,7.4444447,6.75
2017,data structures and algorithms,940,44,0,436,0,0,high,9,69,68,45.25,11.3,8.97,13.3,12.1,12.0,6.62069,6.4310346,7.275862,7.1551723,6.793103,6.2413793
2019,data structures and algorithms,935,14,0,301,0,0,high,8,101,24,48.4,10.1,8.3,11.8,11.3,12.93,6.0555553,5.9444447,6.861111,6.6666665,6.2777777,5.6944447
2017,data structures and algorithms,902,69,0,1145,8,0,high,36,76,115,35.07,13.1,10.58,14.6,14.5,14.74,7.0185184,6.8333335,7.759259,7.611111,7.148148,6.537037
2017,data structures and algorithms,935,17,0,939,0,0,high,0,40,36,55.24,9.5,9.22,12.2,10.8,11.13,6.1944447,6.0,6.9166665,6.75,6.2777777,5.6944447
2021,data structures and algorithms,918,31,0,1997,2,0,high,76,268,57,39.74,11.3,8.23,13.1,12.9,14.61,6.4166665,6.2619047,7.178571,6.9761906,6.535714,5.8809524
2018,data structures and algorithms,947,12,0,887,0,0,high,1,62,18,43.22,12.1,11.07,14.0,13.5,12.94,6.642857,6.535714,7.392857,7.214286,6.857143,6.142857
2022,data structures and algorithms,904,7,0,1883,0,0,high,104,475,17,47.38,10.5,8.28,12.5,11.8,12.98,6.7285714,6.5142856,7.3714285,7.3,6.8142858,6.242857
2017,information retrieval,1733,37,0,827,0,0,high,21,70,83,42.92,12.2,12.04,14.1,14.3,13.98,6.2727275,6.181818,7.090909,6.909091,6.4545455,5.909091
2019,information retrieval,1234,41,0,1076,0,0,high,17,109,64,50.02,9.5,7.74,11.8,11.6,13.62,5.8333335,5.8,6.6666665,6.4666667,6.1666665,5.5
2018,information retrieval,1061,33,0,969,0,0,high,1,42,77,40.69,13.1,11.64,14.3,14.8,12.94,6.5882354,6.4411764,7.2941175,7.029412,6.6764708,6.117647
2022,data structures and algorithms,0,10,0,2,0,0,low,0,0,10,28.03,13.8,13.86,15.7,17.9,19.14,2.9444444,2.9722223,3.7222223,3.3333333,3.5,3.1388888
2018,information retrieval,972,8,0,434,0,0,high,0,57,8,43.73,11.9,10.29,13.8,14.5,14.68,6.733333,6.5666666,7.4,7.266667,6.766667,6.2
2019,software engineering,839,81,0,884,0,0,high,9,115,108,35.68,12.9,10.07,14.7,15.0,15.55,7.55,7.233333,8.033334,7.983333,7.483333,7.0
2019,information retrieval,1732,90,0,1440,0,0,high,14,189,151,43.32,12.0,9.93,14.1,13.3,12.82,6.1666665,6.0,6.866667,6.6,6.2,5.633333
2017,software engineering,1045,26,0,717,1,0,high,2,27,26,44.03,11.8,10.28,14.2,13.1,13.0,6.7352943,6.5882354,7.352941,7.2352943,6.8235292,6.1764708
2019,information retrieval,1487,54,0,1929,1,11,high,21,128,94,43.93,11.8,9.35,13.7,13.9,13.98,6.90566,6.735849,7.6132073,7.443396,6.9528303,6.3962264
2017,information retrieval,1132,12,0,127,0,0,high,3,24,12,43.73,11.9,9.93,12.9,12.7,12.07,6.633333,6.6,7.3,7.233333,6.8,6.233333
2019,information retrieval,971,28,0,679,0,0,high,0,38,41,46.06,11.0,9.3,13.3,11.9,12.47,6.7,6.5333333,7.366667,7.233333,6.8,6.2
2018,software engineering,878,46,0,232,0,0,high,6,61,74,51.68,10.9,9.58,13.5,11.9,10.62,6.0576925,5.9615383,6.826923,6.673077,6.173077,5.5576925
2019,information retrieval,884,54,649,1192,0,0,high,10,100,121,56.05,9.2,8.34,12.1,11.2,11.94,6.09375,5.9375,6.71875,6.5625,6.125,5.40625
2022,information retrieval,861,10,221,1229,0,0,high,96,472,20,34.66,13.3,9.86,14.8,14.6,13.92,5.9166665,5.7738094,6.7261906,6.464286,5.964286,5.3333335
2019,information retrieval,872,21,0,1044,0,0,high,7,111,36,47.79,10.3,8.81,12.6,12.2,13.22,6.4583335,6.3333335,7.2083335,6.9583335,6.5416665,5.9166665
2022,data structures and algorithms,4,24,0,4,0,0,low,0,3,36,49.52,9.7,7.63,12.2,10.9,12.34,6.4347825,6.2608695,7.0869565,6.9130435,6.5434785,5.9347825
2019,data structures and algorithms,818,9,0,1427,0,10,high,16,61,11,36.39,12.6,9.52,14.4,13.9,14.09,5.642857,5.3690476,6.5,6.107143,5.5238094,5.2738094
2020,data structures and algorithms,818,22,0,296,0,12,high,15,128,24,60.24,9.7,9.13,12.5,10.3,7.83,4.535714,4.4404764,5.3095236,5.0595236,4.9166665,4.5
2017,information retrieval,823,27,0,677,0,0,high,2,66,64,54.42,9.8,8.81,12.3,10.9,11.19,6.7045455,6.5,7.2272725,7.159091,6.75,6.1363635
2019,information retrieval,811,18,0,1006,0,0,high,0,64,22,48.7,10.0,8.17,12.3,11.1,12.81,6.05,5.925,6.825,6.575,6.175,5.65
2019,information retrieval,805,34,0,723,0,0,high,2,56,50,48.2,10.2,8.41,12.1,11.7,13.04,5.8333335,5.7222223,6.611111,6.4166665,6.0833335,5.4722223
2019,information retrieval,819,100,0,925,0,0,high,9,113,165,48.5,10.0,8.39,12.6,11.9,13.27,6.2058825,6.117647,6.970588,6.7647057,6.4117646,5.852941
2020,information retrieval,788,21,0,871,0,0,high,0,95,32,43.83,11.8,10.24,13.5,13.6,13.23,6.15625,6.09375,6.9375,6.6875,6.3125,5.53125
2022,data structures and algorithms,3,16,0,18,0,0,low,0,3,27,43.02,12.2,10.13,13.6,13.4,13.0,6.423077,6.25,7.1346154,7.0576925,6.5961537,5.8846154
2022,data structures and algorithms,2,29,0,13,0,0,low,0,2,72,43.83,11.8,9.61,14.2,13.6,13.63,6.825,6.725,7.45,7.325,6.975,6.4
2022,data structures and algorithms,2,29,0,0,0,0,low,0,1,48,47.52,12.5,11.23,14.0,14.4,11.26,6.4444447,6.3703704,7.2222223,7.2222223,6.740741,6.0740743
2022,data structures and algorithms,0,6,0,45,0,0,low,0,0,6,39.33,11.5,11.75,13.2,12.2,13.62,5.7,5.7,6.6,6.3,5.9,5.2
2022,data structures and algorithms,2,8,0,4,0,0,low,0,2,13,53.81,10.1,9.02,12.6,11.5,11.42,6.464286,6.357143,7.035714,6.928571,6.535714,6.107143
2022,data structures and algorithms,3,17,0,8,0,0,low,0,2,31,50.87,11.2,10.65,13.4,13.3,12.3,6.7777777,6.5555553,7.4444447,7.2222223,6.861111,6.3333335
2022,data structures and algorithms,8,3,0,7,0,0,low,2,3,4,51.07,11.1,10.52,13.0,12.3,11.14,6.4,6.1666665,7.0666666,6.9,6.5,5.733333
2022,data structures and algorithms,1,20,0,0,0,0,low,0,1,34,41.8,12.6,10.99,14.7,14.1,13.0,6.5789475,6.368421,7.263158,7.0789475,6.5789475,6.0263157
2022,data structures and algorithms,55,21,0,147,0,0,low,1,38,34,37.91,12.0,8.85,13.9,12.8,13.86,6.743243,6.5675673,7.418919,7.310811,6.8783784,6.1486487
2022,data structures and algorithms,30,27,0,86,0,0,low,2,16,43,37.2,12.3,9.36,14.4,14.4,15.48,7.064516,6.903226,7.7419353,7.629032,7.2419353,6.580645
2022,data structures and algorithms,4,43,0,11,0,74,low,0,0,112,46.57,10.8,8.97,13.0,11.4,12.18,5.878788,5.742424,6.6363635,6.469697,6.1666665,5.5151515
2022,data structures and algorithms,6,15,0,50,0,0,low,0,4,29,37.5,12.2,8.94,13.8,13.4,14.5,7.0,6.8472223,7.625,7.5277777,7.138889,6.5833335
2018,software engineering,1037,8,0,769,1,0,high,21,86,8,46.88,10.7,9.46,12.7,12.4,13.51,7.3333335,7.2,8.0,7.8333335,7.4333334,6.8333335
2022,data structures and algorithms,0,6,0,5,0,0,low,0,0,6,33.75,13.6,11.57,15.5,15.4,14.85,6.769231,6.6153846,7.423077,7.230769,6.730769,6.1538463
2022,data structures and algorithms,0,43,0,2,0,0,low,0,0,56,54.22,9.9,9.25,12.0,11.0,11.31,6.15,6.05,6.95,6.75,6.4,5.85
2022,data structures and algorithms,0,14,0,3,0,0,low,0,0,14,46.57,10.8,9.24,13.3,11.4,11.83,6.75,6.4722223,7.1666665,7.0833335,6.6944447,6.3333335
2022,data structures and algorithms,1,11,0,6,0,0,low,0,0,13,31.07,12.6,9.13,13.8,12.7,13.85,6.4166665,6.2083335,7.0416665,6.9166665,6.625,6.0833335
2022,data structures and algorithms,4,9,0,6,0,0,low,0,3,23,26.91,14.2,12.05,15.9,16.2,16.77,6.9,6.6,7.55,7.45,6.9,6.35
2018,information retrieval,1362,32,0,1680,0,0,high,3,60,51,42.82,12.2,10.35,14.2,14.6,14.04,6.571429,6.428571,7.375,7.107143,6.660714,6.017857
2022,data structures and algorithms,6,14,0,13,0,0,low,0,6,24,46.67,10.7,9.5,13.6,12.5,13.8,7.25,7.1,7.9,7.8,7.4,6.75
2022,data structures and algorithms,2,5,0,8,0,0,low,0,2,5,40.38,13.2,11.38,15.3,14.6,12.89,5.7941175,5.7352943,6.6764708,6.382353,6.0,5.4117646
2022,data structures and algorithms,0,6,0,6,0,0,low,0,0,9,33.14,13.9,11.18,15.9,15.6,14.85,6.7727275,6.5454545,7.3636365,7.2272725,6.7727275,6.2727275
2022,data structures and algorithms,0,19,0,6,0,0,low,0,0,22,36.49,12.6,9.44,14.2,13.0,13.28,7.1842103,7.0,7.736842,7.5789475,7.2894735,6.7894735
2022,data structures and algorithms,36,22,0,55,0,0,low,1,22,37,44.44,11.6,9.9,14.0,14.5,14.97,6.5,6.2894735,7.1578946,7.0526314,6.6578946,5.9473686
2019,"distributed, parallel and cluster computing",807,48,0,1199,6,0,high,41,137,58,34.15,13.5,10.54,15.4,15.6,15.61,7.3030305,7.1060605,7.9242425,7.7727275,7.318182,6.8333335
2018,"distributed, parallel and cluster computing",725,74,0,744,0,0,high,27,90,127,23.26,15.6,13.28,16.9,17.2,16.37,7.5,7.1153846,8.076923,8.038462,7.423077,6.769231
2018,"distributed, parallel and cluster computing",1428,11,0,1458,0,1,high,13,41,11,34.46,13.4,10.07,16.1,15.2,14.85,6.133333,6.0,6.9444447,6.688889,6.1222224,5.8
2019,"distributed, parallel and cluster computing",701,68,0,876,0,0,high,30,84,108,36.18,12.7,10.05,14.4,13.9,14.32,7.1136365,6.818182,7.7272725,7.568182,6.9772725,6.659091
2020,"distributed, parallel and cluster computing",1514,82,0,463,0,0,high,11,277,116,32.53,14.1,9.89,15.8,15.3,14.04,7.2821426,7.0607142,7.8785715,7.760714,7.2785716,6.7642856
2018,"distributed, parallel and cluster computing",1313,38,0,555,0,58,high,41,146,38,42.31,12.4,10.56,14.0,13.4,11.72,5.3018866,5.207547,6.1603775,6.018868,5.6226416,4.9339623
2019,information retrieval,1119,19,0,1019,0,0,high,5,114,37,44.75,11.5,9.44,12.9,12.0,11.95,6.4666667,6.4,7.2,7.0,6.5666666,6.0
2021,information retrieval,1090,76,1511,1292,0,0,high,81,316,126,39.43,11.5,8.25,13.0,13.2,14.67,5.9615383,5.8365383,6.7596154,6.5576925,6.1538463,5.625
2018,information retrieval,1457,75,0,638,0,0,high,3,120,119,58.28,8.4,7.27,10.9,9.9,11.53,6.2352943,6.0,6.852941,6.5882354,6.3235292,5.8235292
2018,"distributed, parallel and cluster computing",934,29,0,462,0,2,high,41,81,38,32.12,14.3,12.49,15.7,16.6,15.43,6.714286,6.464286,7.321429,7.214286,6.714286,6.107143
2018,information retrieval,1115,12,0,539,0,0,high,3,69,19,45.05,11.4,9.2,13.4,12.7,12.93,6.4722223,6.3055553,7.25,6.9444447,6.3333335,5.9722223
2019,information retrieval,1089,49,0,486,1,0,high,8,88,97,42.51,12.3,10.27,14.0,14.3,13.69,6.2352943,5.970588,6.970588,6.7058825,6.2352943,5.617647
2019,"distributed, parallel and cluster computing",853,27,0,1421,3,0,high,3,60,36,44.24,11.7,10.24,14.1,13.7,13.98,6.903226,6.790323,7.645161,7.5,7.064516,6.516129
2017,"distributed, parallel and cluster computing",808,18,0,1240,0,0,high,0,22,36,44.64,11.5,10.08,14.1,13.0,13.05,6.7391305,6.521739,7.3913045,7.2826085,6.826087,6.195652
2019,"distributed, parallel and cluster computing",807,45,0,713,2,0,high,6,43,83,41.09,12.9,11.1,14.8,15.1,13.87,6.642857,6.410714,7.25,7.125,6.678571,6.0
2019,"distributed, parallel and cluster computing",663,46,0,342,2,0,high,7,91,66,28.47,15.7,13.82,17.1,18.4,15.55,6.423077,6.326923,7.2115383,7.0576925,6.5576925,5.8461537
2018,software engineering,1850,69,0,1190,1,0,high,62,194,108,36.59,12.6,10.72,14.4,15.6,15.19,6.3333335,6.125,7.125,6.875,6.5,5.8333335
2018,"distributed, parallel and cluster computing",683,32,0,896,1,36,high,6,85,77,43.43,12.0,9.24,14.3,14.4,14.39,6.6732025,6.490196,7.372549,7.212418,6.718954,6.0816994
2020,"distributed, parallel and cluster computing",411,63,0,535,1,0,high,25,88,83,40.38,13.2,11.56,15.2,15.3,13.52,6.3333335,6.181818,7.212121,7.0,6.4242425,5.6666665
2020,"distributed, parallel and cluster computing",405,2,0,800,1,0,high,9,61,2,43.83,11.8,10.22,14.1,14.0,14.27,7.4848485,7.348485,8.106061,8.0,7.530303,6.9242425
2017,"distributed, parallel and cluster computing",589,51,0,222,1,0,high,0,22,71,24.88,15.0,10.85,16.0,16.5,15.95,7.25,7.1,7.86,7.78,7.35,6.82
2019,"distributed, parallel and cluster computing",403,18,0,510,0,0,high,4,47,24,45.15,11.3,9.27,13.8,12.9,13.05,6.65,6.5333333,7.35,7.3,6.75,6.1
2017,"distributed, parallel and cluster computing",574,35,0,175,0,0,high,1,51,63,46.51,12.9,11.57,14.3,13.5,9.58,5.967742,5.83871,6.7419353,6.564516,6.145161,5.435484
2019,"distributed, parallel and cluster computing",405,20,0,274,0,0,high,0,39,33,43.22,12.1,9.87,13.6,14.4,14.21,6.464286,6.339286,7.160714,7.107143,6.678571,5.964286
2018,"distributed, parallel and cluster computing",565,98,0,1033,0,10,high,44,102,168,34.15,13.5,11.01,14.9,15.5,15.43,7.2173915,6.978261,7.8913045,7.7173915,7.195652,6.5434785
2020,"distributed, parallel and cluster computing",606,36,0,981,0,5,high,44,132,49,47.08,10.6,8.22,12.4,12.6,13.69,5.725806,5.629032,6.548387,6.274194,5.983871,5.403226
2018,"distributed, parallel and cluster computing",545,51,0,491,0,0,high,8,29,87,44.75,11.5,8.94,13.4,13.7,13.8,6.4117646,6.2941175,7.0735292,6.9411764,6.6617646,6.132353
2021,"distributed, parallel and cluster computing",495,41,0,737,0,0,high,6,84,41,26.58,18.5,17.64,16.9,20.5,12.43,4.25,4.4166665,5.3333335,5.1666665,5.0,4.5
2020,"distributed, parallel and cluster computing",452,31,414,795,0,0,high,3,24,61,38.92,11.7,9.93,13.6,13.5,15.25,6.95,6.8,7.55,7.35,7.1,6.6
2019,"distributed, parallel and cluster computing",442,53,2,420,0,252,high,21,92,102,27.35,16.1,13.05,17.6,19.3,16.37,7.822034,7.6101694,8.491526,8.338983,7.8135595,7.338983
2019,"distributed, parallel and cluster computing",416,22,0,451,0,0,high,1,34,33,35.27,13.1,10.55,14.1,13.8,13.75,6.6904764,6.5,7.3333335,7.2619047,6.8095236,6.095238
2019,"distributed, parallel and cluster computing",414,34,0,333,2,0,high,0,5,75,52.49,10.6,9.69,13.2,11.7,11.31,6.575,6.45,7.25,7.1,6.7,6.15
2017,"distributed, parallel and cluster computing",404,28,0,227,0,0,high,1,24,45,53.61,10.2,8.85,11.9,11.9,12.0,6.8166666,6.733333,7.4166665,7.383333,7.0333333,6.3333335
2019,"distributed, parallel and cluster computing",334,33,0,411,0,0,high,6,30,59,32.43,14.2,11.21,15.8,15.9,14.56,6.625,6.453125,7.421875,7.15625,6.6875,6.078125
2021,information retrieval,1379,37,0,2422,1,0,high,4,291,67,49.01,9.9,8.26,11.9,11.6,13.45,5.75,5.65,6.5,6.25,5.875,5.275
2017,"distributed, parallel and cluster computing",340,46,0,247,0,0,high,3,31,76,53.1,10.3,8.76,13.1,11.9,11.6,6.34,6.2,6.9,6.78,6.56,5.88
2019,"distributed, parallel and cluster computing",390,31,0,977,0,0,high,22,65,57,25.8,14.6,10.37,16.2,15.6,15.55,6.897059,6.529412,7.529412,7.2647057,6.7352943,6.4117646
2020,"distributed, parallel and cluster computing",339,27,0,246,0,0,high,16,55,38,44.54,11.6,9.76,13.8,11.9,11.89,6.571429,6.428571,7.142857,7.0,6.642857,6.071429
2019,"distributed, parallel and cluster computing",381,67,0,114,0,0,high,7,62,89,44.75,11.5,10.06,14.4,13.3,12.76,6.2058825,6.0588236,7.0,6.7647057,6.352941,5.7058825
2017,software engineering,1835,82,0,564,0,0,high,5,197,110,40.38,13.2,11.24,14.8,14.1,12.54,7.2727275,7.0227275,7.7954545,7.7272725,7.318182,6.7045455
2017,"distributed, parallel and cluster computing",359,29,0,403,0,0,high,6,27,66,54.52,9.8,8.81,12.7,11.9,12.53,6.8076925,6.730769,7.423077,7.3974357,7.0384617,6.3717947
2019,"distributed, parallel and cluster computing",358,63,0,503,1,1,high,38,28,65,46.54,8.7,6.84,11.0,17.1,13.3,4.5454545,4.5454545,5.4545455,5.2727275,5.181818,4.7727275
2019,"distributed, parallel and cluster computing",348,86,0,659,1,0,high,22,54,144,37.71,12.1,9.13,14.8,14.2,15.43,5.909091,5.7727275,6.757576,6.469697,6.0,5.5151515
2020,"distributed, parallel and cluster computing",338,42,0,668,0,0,high,10,35,45,36.08,12.7,9.2,14.8,13.4,13.63,6.4395604,6.247253,7.2197804,7.0,6.6153846,6.0439563
2017,"distributed, parallel and cluster computing",347,36,0,619,1,0,high,2,17,36,35.88,12.8,10.1,14.5,14.4,14.97,6.2586207,6.1034484,7.1034484,6.87931,6.2586207,5.6551723
2021,"distributed, parallel and cluster computing",341,108,0,454,0,0,high,36,121,171,33.34,13.8,10.94,15.7,16.6,16.19,7.121951,6.792683,7.8414636,7.6585364,7.121951,6.4268293
2019,"distributed, parallel and cluster computing",341,8,0,379,0,0,high,17,58,10,45.86,11.1,9.56,13.5,14.3,15.25,5.8030305,5.621212,6.6060605,6.3939395,6.0151515,5.2272725
2020,"distributed, parallel and cluster computing",338,55,0,264,0,0,high,31,78,69,24.68,15.1,12.34,16.3,17.3,16.94,6.5,6.3,7.3,7.1,6.65,6.0
2019,"distributed, parallel and cluster computing",336,50,0,863,2,2,high,6,54,72,25.39,14.8,12.69,16.0,16.8,16.53,7.125,7.0,7.875,7.6666665,7.0833335,6.4583335
2019,information retrieval,1849,23,0,3242,1,0,high,42,231,36,50.16,11.5,10.05,13.6,13.4,11.95,6.7234044,6.5319147,7.43617,7.2659574,6.7765956,6.1702127
2019,"distributed, parallel and cluster computing",351,39,0,405,0,0,high,10,42,43,38.15,14.0,12.19,15.9,16.0,13.58,6.5625,6.4166665,7.2708335,7.125,6.6458335,5.9583335
2017,information retrieval,1437,57,0,1350,0,0,high,0,33,142,47.49,10.4,8.26,12.7,10.9,11.65,6.3333335,6.1666665,6.9333334,6.9,6.5666666,6.0
2018,"distributed, parallel and cluster computing",319,39,0,213,0,0,high,12,42,64,46.27,10.9,8.54,13.3,12.5,13.34,6.6744184,6.4534883,7.3255816,7.162791,6.7674417,6.1860466
2020,"distributed, parallel and cluster computing",292,24,0,605,0,0,high,7,77,38,42.21,12.5,10.71,14.4,14.5,13.92,6.7619047,6.4761906,7.5238094,7.3333335,6.7619047,6.071429
2017,information retrieval,1653,37,0,1213,0,0,high,8,79,83,55.34,9.5,9.42,12.2,11.4,12.24,6.0,5.8636365,6.818182,6.6363635,6.3636365,5.6363635
2018,"distributed, parallel and cluster computing",311,62,0,699,0,0,high,2,21,138,42.72,12.3,10.11,14.2,13.8,13.23,7.4615383,7.3076925,8.115385,8.01282,7.6538463,7.0641026
2017,"distributed, parallel and cluster computing",311,43,0,98,0,0,high,22,40,70,50.16,11.5,10.88,14.2,12.5,10.33,5.875,5.7,6.575,6.4,5.925,5.325
2020,"distributed, parallel and cluster computing",309,20,0,763,0,0,high,11,55,32,46.47,10.8,8.63,13.2,12.6,13.4,5.8777776,5.788889,6.733333,6.4888887,6.1222224,5.633333
2020,"distributed, parallel and cluster computing",302,26,0,1337,1,551,high,7,52,39,22.34,16.0,11.96,16.9,17.6,16.31,6.923077,6.673077,7.6346154,7.480769,6.9615383,6.3653846
2019,"distributed, parallel and cluster computing",301,21,0,352,1,0,high,13,58,26,44.85,11.5,10.53,14.0,13.0,12.99,6.2916665,6.2083335,6.9583335,6.7916665,6.5833335,5.7916665
2020,"distributed, parallel and cluster computing",296,25,0,246,0,0,high,3,25,42,51.28,11.1,9.88,13.3,13.1,11.37,6.8333335,6.6944447,7.4444447,7.3055553,6.9722223,6.361111
2018,"distributed, parallel and cluster computing",295,20,0,282,0,0,high,3,36,24,40.14,11.2,8.16,13.4,11.6,13.04,6.0833335,5.9583335,6.888889,6.6527777,6.263889,5.6805553
2018,"distributed, parallel and cluster computing",294,38,0,200,0,0,high,0,30,54,51.38,11.0,9.89,13.8,12.1,10.85,6.209677,6.016129,6.887097,6.725806,6.193548,5.580645
2020,information retrieval,1082,25,0,1078,0,0,high,22,189,57,45.05,11.4,9.83,13.9,13.7,13.92,6.607143,6.464286,7.285714,7.178571,6.678571,6.071429
2017,"distributed, parallel and cluster computing",294,37,0,348,0,0,high,3,35,57,34.76,13.3,9.96,15.2,14.9,14.85,6.4342103,6.1710525,7.131579,6.9342103,6.394737,5.9736843
2019,information retrieval,1054,15,0,2750,0,0,high,15,105,20,55.95,9.3,8.19,12.0,10.6,11.42,6.6538463,6.4615383,7.1923075,7.1153846,6.730769,6.1923075
2019,"distributed, parallel and cluster computing",324,22,0,376,0,0,high,10,45,45,36.79,12.5,10.7,15.2,14.5,15.37,7.071429,6.857143,7.714286,7.535714,7.0,6.464286
